pre,term,post,business_id
"th the veal chop and the cutlet melted in our mouths.  All in all, after a couple apps, two entrees, a bottle of wine and a couple ",cocktails,", we got out for about $260 after tip.  That said, I've eaten at some amazing restaurants in my time, and I can say with confidenc",vNQkym5qZ-E-4AJ4IQ5JEg
"40 per bottle Brunello......yep, one dead, and one alive.  What do you do?  I fished out the dead one, and covered my glass with a ",cocktail," napkin.  This was pretty disgusting.  We mentioned it to the waitress, but she didn't respond or summon a manager.  Not looking f",vNQkym5qZ-E-4AJ4IQ5JEg
"s, guac/chips, and their chicken milanese sandwich, and the food always comes out quick. They offer plenty of cold beer, tequilas, ",cocktails,", and bourbons as well, so there's something for everyone.",Voeq7aGDmCGMjE_SQiHwRA
drinks. They have an extensive tequila and whiskey menu. The atmosphere is so hip and new so it's definitely a fun environment for ,cocktails,!,Voeq7aGDmCGMjE_SQiHwRA
tacos were delish and bartender extrordinairre Lissa made the best ,cocktails,!,Voeq7aGDmCGMjE_SQiHwRA
"burgh!  The wait was 35 min for two on a Saturday night, but we just enjoyed drinks at the bar while we waited. The margaritas and ",cocktails," are all awesome!  The real treasure, though, is the queso- TO DIE FOR.  I am still dreaming about it- creamy hot cheesy delicious",Voeq7aGDmCGMjE_SQiHwRA
they could. Our waiter was fantastic and quickly took our drink orders. I went with the red sangria which I highly recommend.  The ,cocktails, are a bit pricey but the beer is reasonably priced. Since we had the larger group most of us went with the $15 special which come,Voeq7aGDmCGMjE_SQiHwRA
Very cool vibes from this restaurant/bar in a busy shopping area.   They have a wide variety of beers and their specialty cocktails, are deli,cious.   There are 2 levels in the restaurant and I sat up top. There is a 2nd bar so we didn't have to wait as long. The bartend,VpsXhgaBA7-65Gt2zg8Nkg
"nt to this restaurant / bar for happy hour this past Friday.The happy hour prices and specials are pretty good. (Half-off taps, $7 ",Cocktails,", cheap burgers). However, our service was less than good. We waiting about 20min+ for each drink. It got to the point sometimes w",VpsXhgaBA7-65Gt2zg8Nkg
"h"" is so right on for describing Luma. It's like a diner imitating a classy restaurant. Boring menu that never changes, uninspired ",cocktail, list and a deplorable beer selection. I imagine they must have a lot of freezers for food storage. Servers go through the motions,VSZfpOFWhK4RcFvn_Ay1ZQ
"ds down.   We pondered the wine bible for a bit, but BJ is a beer dude (they have a somewhat limited selection) and I am more of a ",cocktail," girl. Loved the cosmopolitans there. Very delicious.   We bypassed the appetizers, we both got Morton's salads, which were huge. ",VwCtpOYiCKA5VXbKZhCSVA
"s.  The chopped spinach salad and chilled seafood platter were both very good. The latter being served with mayo, horseradish, and ",cocktail," sauce.  The Baked Apple Sour was delicious, although some patrons have said it was too sweet. I could drink those all night!  The",VwCtpOYiCKA5VXbKZhCSVA
"estaurant Week is officially over, Morton's has a ""Summer Tasting"" menu which offers the same choices for $40.  My meal, including ",cocktail,", rang it at $52 - a SIGNIFICANT savings over retail price.  Though the ambiance at Morton's leaves much to be desired, it's worth",VwCtpOYiCKA5VXbKZhCSVA
 seated right away at a side booth which was perfect for two. Our waiter was fantastic and I started off with one of the specialty ,cocktails, and my date ordered red wine. The drinks are pricey so beware-$15 each for the glass of nothing fancy red wine and the specialty ,VwCtpOYiCKA5VXbKZhCSVA
"best steak and meal I've had at any steakhouse or honestly a dinner anywhere.  Everything was perfect...steaks, crab cakes, shrimp ",cocktail,", and the veggies were just amazing.  I literally fell in love with the cream corn.  The manager (Robert) came over and personally",VwCtpOYiCKA5VXbKZhCSVA
an entree. The vanilla bean cheesecake is perfect and during the holidays the pumpkin is worth a trip.  The bad. They can't make a ,cocktail, to save their life.you have to chill the martini glass first and if the alcohol is an inch below the rim you've done something wr,vXEZ-r6fah-5Fjt3a6c-Gw
"fied with my choice of entree and restaurant each time.   The well drinks are also good, but keep in mind if you order a specialty ",cocktail, it will have at least half the amount of alcohol you expect for twice the price.,vXEZ-r6fah-5Fjt3a6c-Gw
"ine, we waited. After we got seated, we were there for 2 1/2 hours!!! And all we ordered was dinner. No appetizers, no dessert, no ",cocktail,"s (well my friend had one cocktail, that's it.)  Our waiter, Joe was not attentive to us at all. Im guessing its because we ordered",vXEZ-r6fah-5Fjt3a6c-Gw
" but this is so much better...downtown better.  Very fresh, very creative, very welcoming.  The Thai Margarita was one on the best ",cocktails, ever.  The Hamachi Carpaccio was a superb medley of flavors beautifully presented.  Mussels in curry and Beverly st roll were ama,vXhlnFw9k5ch1GVFOlddgQ
" and sandwiches. The menu had a great selection of oysters, sushi, and Thai cuisine, as well as a variety of beer, wine, sake, and ",cocktails, for happy hour! We were very happy with the service as well - however some other tables near us expressed frustration over the wa,vXhlnFw9k5ch1GVFOlddgQ
"and savory and I admit, even after appetizers, I ate every bite of that sandwich!  Lots of good brews to pick from but even better ",cocktail, and whiskey list.  Our server was absolutely fantastic - great personality and truly on the ball.  I regret that I don't remember,VxRlBe2wjtycFWSZm1orTA
"the bar, and had a good time. I ordered a cocktail though and felt it didn't hit the mark. Wasn't awful, but below my standard for ",cocktails., Could have been an off night for the bartender.   One of the better choices in the neighborhood.,VxRlBe2wjtycFWSZm1orTA
Piper's Pub is everything a traditional English Pub ought to be.  Great food!  Great ,cocktails,", an extensive craft beer on draft list, and an amazing whiskey list!  We arrived to watch Andy Murray win the Wimbledon Men's Championship, and the entire experience was waaa",VxRlBe2wjtycFWSZm1orTA
ghlight the banana bread ale. I have never seen a banana bread beer in my life nor expected it to taste like anything other than a ,cocktail.," However, it was a perfectly crated beer-tasting ale with a semi-sweet banana bread finish.   We ordered the Shepard's pie, corn b",VxRlBe2wjtycFWSZm1orTA
"y were busy, so you have to cut them a little slack).  As a whole, they are really trying, with specials galore, and lots of fancy ",cocktails," which I didn't  try.    Seriously, this place is not expensive and you get a good quantity of food, they're not stuck up, and my ",W0wraOfAWQj46ehDjCTeHw
" there:  half price appetizers (which I didn't eat any of, but were still very exciting).  I have no comments on service, food. or ",cocktails,", and somehow I still really liked it in there!  The bathrooms were CLEAN.  Actually when I went to the bathroom I thought ""these ",W0wraOfAWQj46ehDjCTeHw
t my mate is so I go along.   It's noisy on a busy nite.        I will give the bartender high marks for making me one of the best ,cocktails, I ever tasted.   He knows his business.,W4k4E2dbDN6bwtPPgNm-XA
"t's a restaurant in a mall. The happy hour specials are the best part of BRGR, so I can't pass up the six bucks on their signature ",cocktails,".  Two poached pears later, I hit the appitizer happy hour specials with the fried zucchini and portobellos.  Zucchini wasn't bad. ",wAcmbZyRSwp3td-4Z6BvWQ
BEE-ARR-GEE-ARR has revolutionary gourmet burgers.  About 20 beers on tap. ,Cocktails.," Handmade shakes and more. Ordered the Button Buster with braised beef short ribs, white cheddar, bearnaise ailol, onion rings.  Tasty and nice combo of flavors.  Had the BRGR fries tos",wAcmbZyRSwp3td-4Z6BvWQ
"erful, slightly hurried lady, who remembered us the second time around and who was willing to help me experiment by making a manly ",cocktail," with a raw egg shaken into it. I guess it helps that the other half of Billy's bar is Billy's restaurant, with eggs to spare. A g",wDbHi9749cEhJTT2sttHBw
" of reviews like ""I couldn't get in on a Friday night."" Make a reservation then? Went with a party of 6 and had a great time. Good ",cocktail," menu, solid sandwiches and great small plates and entrees, all for reasonable prices. Everyone enjoyed their meals. The cider bri",wDWKQR2psTIj4BZ0mf01Gg
"to order off the bar menu, burgers, sandwiches, salads, small and large plates.  They have a full drink menu of creative and tasty ",cocktails," as well.  I started with the sangria and might be one of the best drinks I've ever had.  Not too sweet, not too dry, and full of ",wDWKQR2psTIj4BZ0mf01Gg
" for privacy. This is a large restaurant, and they have the nice option to sit outside on a patio.  I started with a Smoke & Honey ",cocktail," - Vodka/Amaro/Smoked Honey/Lemon/Egg White. It was served in a martini glass, and I wasn't quite sure what to expect, but it was ",wDWKQR2psTIj4BZ0mf01Gg
which frankly might've been right. It came with halusky with some extra wide egg noodles. My wife was drinking a specialty tequila ,cocktail," that she enjoyed and they poured me a wonderful Old Fashioned.  We spent about $55 per person + tip which was reasonable overall,",wDWKQR2psTIj4BZ0mf01Gg
r happy hour is also valid on Saturdays.  The decor of the bar was nice with a good amount of lighting.  After we had finished our ,cocktails, we were led upstairs to our table.  The room was interesting with my dining companion sitting on one side of the table on part of,wDWKQR2psTIj4BZ0mf01Gg
"cken was spicy without any flavor, and the side of mango it came with was a joke,  as it was tiny and looked like the garnish of a ",cocktail.,  The coconut rice was even bland.   Service was also bad. Not returning.,wdwODzBChLIh_u8V8CPpyA
"spätzle.  I really like the flavor of the sauce on his entrée. All was OK, our server was polite. The prices were very reasonable. ",Cocktails," and desserts were very low-priced. I had the German chocolate cake for dessert, the picture looks amazing, the cake was not so am",_-W_hRQRDEqVdO1WKGa-DQ
This is one of my favorite new restaurants- fantastic atmosphere and friendly service. Plus- they have wine on tap! The ,cocktails, are also so creative and tasty- it's hard to choose a favorite. The menu is small in the best possible way because every dish is so well th,wjaOY12srS2OQYk04x8y1g
" say the drink list was rather impressive, however they took quite awhile to arrive and we only ordered one of the drinks from the ",cocktail, list and 2 glasses of wine   Because our table was ready before our drinks ever arrived we were sat and then the server who took ,wjaOY12srS2OQYk04x8y1g
"taff walking past and pretending not to notice the crowd). Once seated on the cute patio it took us a while to get served, and the ",cocktails," we ordered came out veeerrreeee sloooowwwleeee but after that all was well - my entree, the pork chop, was very good - I would ha",wjaOY12srS2OQYk04x8y1g
 echo the other reviewers who mentioned drink prices. I understand that trendy cocktail bars can charge $11 these days for a craft ,cocktail.," But these $11 drinks are not that great, and very small for the price.    Also, like other reviewers, on both visits we found the",wjaOY12srS2OQYk04x8y1g
"come check it out since early reviews weren't great. Glad we did. Tonight our experience was extremely positive. The wine, beer, & ",cocktails, lists are brief but well selected. We had a few glasses of a nice Tempranillo that was priced reasonably and complemented the roa,wjaOY12srS2OQYk04x8y1g
" Both were perfection. Being New Year's Eve, instead of a big meal, we made dinner of several appetizers and dessert...and another ",cocktail," each! If you try nothing else at Stagioni's, do NOT miss the Brussels Sprouts Slaw! Shaved, crisp and lacy sprouts, salty pecorin",WKlMFUCGI7dCysGkFLWvaQ
 wonderful Italian restaurant using fresh ingredients. Brandon the bartender whips up a special cocktail.  Tonight was the bespoke ,cocktail, made with Earl Grey infused grappa. It was excellent.  The cavatelli pasta with mozzerella and spinach had great flavor and consi,WKlMFUCGI7dCysGkFLWvaQ
"c. Food, drinks, service, ambiance - everything was lovely. They have an extensive list of wine by the glass and bottle as well as ",cocktails.," My husband ordered the ""new fashioned"" - like an old fashioned but with rye whiskey instead of bourbon. He reports it was delicio",WKlMFUCGI7dCysGkFLWvaQ
uattro Fromage appetizer was actually a sub-par spinach dip that tasted like they dumped a bottle of ranch dressing in it.   Their ,cocktails, are boring and my sangria tasted like a Jesus miracle in reverse... I swear they turned that wine into water.   I had to salt and,wkP_fSZ5w6S9ZQaAFSQ9rg
"t waiter that we would have the coursed ""Sweetheart Dinner"" - Cocktail, Salad, Surf and Turf, and Dessert. After a few minutes our ",cocktail ,"arrived a Kir Royal. Not a bad drink, but nothing special. As our drinks came out, the Chef brought out a free App - Fried Zucchi",wkP_fSZ5w6S9ZQaAFSQ9rg
waitress this past Saturday was Daya and she was so pleasant that we'll ask for her section when we come back.  They have a killer ,cocktail," list too, the Blood Orange martini tastes like angels squeezed it from golden oranges in heaven.  ???  Ok, I don't know what that",wkP_fSZ5w6S9ZQaAFSQ9rg
stimate about 1.5-2 oz at most) was overcooked and tough. And the grilled shrimp? There were 3 of them. And they were smaller than ,cocktail," shrimp. Also overcooked. I'll give Atria's credit for consistency, though, as nothing that I put in my mouth that night had any s",wkP_fSZ5w6S9ZQaAFSQ9rg
"p coming and going from your big group....or if people decide they are hungry at different times.   Now, the beer....I'm more of a ",cocktail," girl, but everyone here seems to enjoy the beer choices...and the sizes. They offer beers in the liter and half-liter size. There",wmCBxE0PfLZD8sxIwAY59Q
" beer would be available for drinks.  However, I was pleasantly surprised by the breadth of the drink menu, which included several ",cocktails,", shots, and wines in addition to the beer.  As others have commented, aside from the beer, the ambiance is what really defines HB",wmCBxE0PfLZD8sxIwAY59Q
LOVE this place. I had such a fun time there and I don't even drink beer. The ,cocktails, are pretty good. The bartenders can make pretty much anything. They had some good food there as well. The table dancing was my favorite part of my night there.,wmCBxE0PfLZD8sxIwAY59Q
"had so much flavor. For two fairly small tortillas, they packed so much inside and the flavor combination was great.   Lastly, the ",cocktail," of the day was a frozen margarita with cinnamon and fireball, which also exceeded my expectations.   If I only had room for desse",woXlprCuowrLJswWere3TQ
" and friendly.  We shared a classic guacamole, which was tasty and came with fresh / warm tortilla chips. I ordered a spicy floral ",cocktail," whose name evades me, but it was delicious (maybe passion fruit).  I got the al pastor tacos for myself. Also fantastic, and way ",woXlprCuowrLJswWere3TQ
ay. We were seated right away and greeted by an extremely friendly server. We had street corn to start and I had the yellow jacket ,cocktail, and my husband had the lychee & pepper cocktail. Both drinks pleased our palette perfectly.  For dinner I had the mushroom tacos ,woXlprCuowrLJswWere3TQ
extremely friendly server. We had street corn to start and I had the yellow jacket cocktail and my husband had the lychee & pepper ,cocktail., Both drinks pleased our palette perfectly.  For dinner I had the mushroom tacos (being a vegetarian that was the go to option) an,woXlprCuowrLJswWere3TQ
"eal. I especially like that everyone was ""hip"" but very nice and down to earth. The drinks were AMAZING. Seriously two of the best ",cocktails," I have every had..high alcohol content (I watched bartender make it), yet it tasted great and not like alcohol too strong. Two ma",woXlprCuowrLJswWere3TQ
"tcher and the Rye. I'm not joking when I say they've got this down to a science. Cook awesome food, offer a hip environment, great ",cocktails," and you win.  I've been there a handful of times already, always sitting at the bar. Why? Because their cocktails are killer, yes",woXlprCuowrLJswWere3TQ
erver Alex who waited on us during our first visit and we were glad that our request was met.  We started out with some pre dinner ,cocktails,", me going with the usual Goose and water and the Bird sticking with her favorite, whiskey sour. Both were very tasty meaning you ",-WVF5DKZeEWlMK8Cucto-A
" money you could easily go down town and receive your money's worth...overall, if you are in the area it's a great place to grab a ",cocktail, and calamari( the only thing that is actually worth it) before you really start your night. :),-WVF5DKZeEWlMK8Cucto-A
" with me and it took awhile to get an explanation that only 2 of those were included with our drink tickets, even though the other ",cocktails, on there were all the same price.  Then when I ordered drinks using the tickets they only came half full which was kind of tacky.,-WVF5DKZeEWlMK8Cucto-A
"inks, I ordered a glass of wine and my husband ordered two different speciality alcoholic beverages from the menu .   After dinner ",cocktails,": After we finished dinner, we went upstairs to check out the lounge and patio. By this time time, it was around 10:30pm on a Frid",-WVF5DKZeEWlMK8Cucto-A
"ecting that from our waitress.  But I had better service at an Eat n Park the other day.  We ordered appetizers, salads and shrimp ",cocktail,"s and the clumsy waitress couldn't hand her tray and dropped and broke one of the shrimp cocktail glasses, near my nephew's foot.  ",-WVF5DKZeEWlMK8Cucto-A
"me dude singing and playing guitar in the other room.  here's the thing, the chicken nachos were $4 or $5 during happy hour and my ",cocktails, were $2 a piece.  this is a steal!  you can't make chicken nachos at home for $5.  the nachos are served with sour cream and sals,WXd7r6Yvjxhyo1L6R3lQMA
Lots to like - it feels sleek and cool. Service is impeccable. ,Cocktails, were great and we enjoyed everything we ate - the lasagna is outstanding and they treat vegetables with respect. I'd recommend checking it out!,-wXyBph4d0IQlQrS8H1rDw
We will be back! Lawrenceville needed a place like this. From appetizer to entree....bravo! Delicious wines and ,cocktails.,"  Bright, hip, urban atmosphere sets it apart from other restaurants in The area.",-wXyBph4d0IQlQrS8H1rDw
" a visit.  Service staff was competent, pleasant, and a little offbeat, which was fine with me.  I liked that they had interesting ",cocktail," specials (all involving blood orange flavor the night we visited).  The pasta was definitely good, but not great, which some 5-st",-wXyBph4d0IQlQrS8H1rDw
"y, flavorful and rich. A definite must order.  The Bad: meatballs were just okay, I've had better at more fast casual type places. ",Cocktails, were alright; a little overly sweet but nothing too terrible.  Everything overall just seemed a bit overpriced for the quality.  ,wY3dlpLa0BHfDENYAPYuZA
"een improved. My overall impression is that this place really wants to be trendy. They've put a lot of work into the interior, the ",cocktail," list, many of the food items have bacon or buzzing grain items (like wheat berries!), but they really need to be putting more wor",wY3dlpLa0BHfDENYAPYuZA
s is one place that I've never adventured with the specials because the usual menu sounds better than the specials.  The specialty ,cocktails, are delicious and make a great treat to a night out all on their own!  Lunch during the week seems like the slowest time for them,wY3dlpLa0BHfDENYAPYuZA
were given was a late night/snack menu at 4 pm... Wasn't sure if that was for a happy hour... we weren't told about it was. So the ,cocktails," were a plus, service was a dud.  With all the other fabulous options for dinner near by, we decided to move on to hear each other",wY3dlpLa0BHfDENYAPYuZA
,Cocktails, are good but over-priced for the size-especially being in Pittsburgh.  I have yet to have a meal in this restaurant that could be considered good.  Sub-par borderline awful food.  Summary: lovely decor and over-priced drinks.  Food: not up to downtown Pgh sta,wY3dlpLa0BHfDENYAPYuZA
.  Spicy shrimp (described as large jumbo shrimp served in a spicy but delicate sauce) was 4 small shrimp served with watered down ,cocktail, sauce and a hint of tabasco.  Seafood shu-mai (special tapas of the night - described as a refreshing cirtus delight) was straigh,WymLKyWx3t9V3VfI7itMtA
" in my humble opinion anyway, the menu setup is terrible here. The menu has a wine list in the back, but if you want to know about ",cocktails," or drink specials - or special dishes - you have to pay attention to the board on the wall when you walk in. I'm sorry, but, when",WymLKyWx3t9V3VfI7itMtA
" a Hokkaido fan!  Even at its most expensive price ($18), it's a bargain for all-you-can-eat sushi, crab legs, whole crabs, shrimp ",cocktail,...  They also have standard Chinese buffet fare (the sweet and sour chicken is great!) and even some American favorites like pizz,X2f2s37_cFKo4xpzGFqk1w
" out...and wow! The sushi is great, they even have very good quality SASHIMI (!!!)...for dinner they have crab legs as well!  Plus ",cocktail," shrimp and a plethora of other interesting seafood items.  Then there is the regular full array of Chinese food, soups, salads, K",X2f2s37_cFKo4xpzGFqk1w
"y and chewy. The celery root risotto was bland. There was also an herb oil, and it was bland as well.  You must try the Green Park ",cocktail,", cheese plate, and the espresso ice cream, you will not be disappointed!",X2lgI8CuVEsH5UDs14rMhw
"ab a drink before heading off to another place to have additional drinks, and were quite delighted by the live jazz and thoughtful ",cocktails., I had a Bellini Manhattan and the hubby had a maple syrup infused Old Fashion. The Bellini Manhattan was delish-- loved it. The O,X2lgI8CuVEsH5UDs14rMhw
"t) but we got a table at the bar area. They have a range of unique cocktails, some beer and vino. They also have a mini food menu. ",Cocktails, range between ($9-$12). The bloody Mary is amazing!!!!!! seriously!!!! probably the best i have had...I also got the pop art mart,X2lgI8CuVEsH5UDs14rMhw
"rm. The oysters are also old, as in not fresh. The first clue is that they come pre-shucked and served in a plastic cup already in ",cocktail, sauce to cover for the fact they have little to no taste. Cool spot for a beer and then move on to someplace to eat.,X_3O5pHSI-w-F5yMJOldlw
". What I really loved about this place is that on the table they have oil, vinegar, tartar sauce, hot sauce and the fish came with ",cocktail," sauce so you get to try a huge spectrum of taste with your fish.   This is my kind of place, its reasonably priced, quick, a vari",X_3O5pHSI-w-F5yMJOldlw
" typical frozen chicken nugget. Not much oyster taste, just the taste of the breading. The most enjoyable part of the meal was the ",cocktail, sauce...surprisingly very good.  Beer was also a bit pricey for a place like this...$5 for a yeungling draft. =\   CASH ONLY,X_3O5pHSI-w-F5yMJOldlw
"reat service, great food. A place you can feel normal and happy at.   If you are sick of all of the gastropubs and prohibition era ",cocktail," bars filling up Lawrenceville, give Hambones a shot. Get a hamburger and a cheap beer and it will make your day so much better.",x4tKwQK09akHC7qONjVKcQ
"s we had. I got the Canadian Waffle drink, which secretly consisted of a two drink system comprised of a crown royal maple & lemon ",cocktail," served with a Woodchuck Cider. Not. Too. Shabby. Yes, it did sort of taste like waffles.  We had the pretzel app the start with a",x4tKwQK09akHC7qONjVKcQ
"ce and a side of soup. I got the sweet and sour chicken, which was a mistake because the sauce was so sweet it tasted like a fruit ",cocktail.," For the side of soup, I got the hot and sour soup. It tasted nothing like hot and sour soup, and it looked nothing like hot and s",X4YG1pu1MDVSi07S3i4YCA
"got oysters, the flower roll, spicy señorita roll, crazy tuna roll, salmon and tuna sashimi, middle neck clams, and dumplings, and ",cocktail," shrimp. EVERYTHING was amazing, the sushi chefs were fun to talk to. Everything was so good, I literally asked a sushi chef to ma",X88w0XrUSIKue9Vuwtqs_g
"aces in the area. I was so disappointed in Tamarind, it is unreal. The server did not understand what grapefruit juice was (for my ",cocktail,"), I just gave up and ordered soda with my Vodka. That's no big deal. However, I ordered Muttar Panir, and it was easily the worst",xA6L2w_TlbxHubb1xeBE8w
 fine.  This is definitely the kind of place your parents and grandparents would like.   It was a Monday and at first when we were ,cocktailing," at the bar seemed relatively empty, but actually to my surprise filled up through the evening with elegant gents and ladies weari",X-aqEYlXcWQj0fp6aGDP8A
" the view of the city is great. The food here is ok at best, but nothing that you'd associate a fine dining restaurant with. Their ",cocktail," and wine list are poor. The decor is gaudy, and far out of date. There are numerous other restaurants in Pittsburgh that top the ",X-aqEYlXcWQj0fp6aGDP8A
"here was hardly any visibility. My luck of course haha.  We were excited to get some drinks to start, but after looking over their ",cocktail ,"list, there really wasn't anything special that caught our eyes. I was kind of expecting some interesting/different cocktails tha",X-aqEYlXcWQj0fp6aGDP8A
tand that this place is expensive. But I expected at least decent quality food for the price!  Appetizer: $17 - for FOUR pieces of ,cocktail, shrimp in what tasted like jarred marinara sauce. This was especially painful because I bought a pack of cocktail shrimp and sauc,X-aqEYlXcWQj0fp6aGDP8A
"Absolutely fantastic.  Unique and delicious food, and plenty of off-the-beaten-path beers and ",cocktails.,  I love coming here with family and friends - it's one of our favorite hidden gems!,xcmmTXhuMx2fZF2Bt69F4w
 too many artifacts in their meal and they try to keep it simple.   One not-so-good point would be their cocktail but that's not a ,cocktail, bar!,xcmmTXhuMx2fZF2Bt69F4w
"wonderful and accommodating; he never rushed our large group. I found the bar maven to be quite surly, but they do sling some good ",cocktails," and craft beers. However, they only have a handful of taps so don't expect a huge draft selection, although each one is carefully",xcmmTXhuMx2fZF2Bt69F4w
ants now.  Their steak fritte is a perfect meal. They do mussels in style!  Excellent bar and a great place just to have a beer or ,cocktail," with a friend, or to bring your family to.  Makes me proud of Pittsburgh to see this kind of place!",xcmmTXhuMx2fZF2Bt69F4w
"amn good. For that matter, everything was damn good. This place has great ambiance, and is the perfect size, too. I had a fabulous ","cocktail,"," and the service was friendly, attentive and informed. Overall, the food is superb, cocktails are amazing and ambiance is comfort",xcmmTXhuMx2fZF2Bt69F4w
"and order the Liege waffles with ""seasonal fruit topping"" (blueberry ginger is my fav), gratin potatoes square, and a St. Germaine ",cocktail," every single week. It's too good not to. The little waffles with the pearl sugar!? Ugh. The 1+ always gets the special, which has",XItYW5ul3OW_AqpT2nDbBQ
"heir brunch menu is great with a wide range of good options and a nice pre-fixe menu that comes with an entree, side, and a brunch ",cocktail., The brunch poutine will also keep you full for a week. Be sure to arrive right at opening or several hours after opening for brun,XItYW5ul3OW_AqpT2nDbBQ
"n Valentine's weekend, and had not trouble getting a table for 2 around 8:30pm.  Great European beer selection, with nice wine and ",cocktail, lists as well.  The service was fabulous.  I really wish I could remember our server's name...she was totally sweet and went out ,XItYW5ul3OW_AqpT2nDbBQ
" hearing all the amazing things about this place and its sister restaurant, Point Brugges.  The boyfriend got the gingerbread beer ",cocktail," and really enjoyed it.  We might go back for the Belgian beer selection, but the service was ho-hum (sure they were busy, but I h",XItYW5ul3OW_AqpT2nDbBQ
ted a decent wait. It was actually very quick seating into a casual dining area. They have a great selection of seasonal beers and ,cocktails., The menu is simple and to-the-point which makes for an easy decision making process. Our server was nice but in a forced sort of ,XItYW5ul3OW_AqpT2nDbBQ
"as much closer to what I expect in this price range.  We got the guacamole, which was fantastic!    My wife and I didn't order any ",cocktails,", so I can't comment on the strength of the drinks (I don't like when drinks are overly strong, but my wife couldn't even detect a",xLy3aWEbtpoUSVdjuHBS0A
"haps you should try Belvedere's down the street. If you think you can appreciate a slightly more expensive, creative, hand crafted ",cocktail,", I suggest you try this place out.",XMNdO9lFw3lSPO4gCH_qvQ
"For the price, the food is not worth it. Went to the bourbon tasting dinner ($60/person). The spirits and ",cocktail, were delicious but the food was nothing to write home about and the servers were not warm or welcoming. Would not return. There are many other really ama,XMNdO9lFw3lSPO4gCH_qvQ
"rant in Pittsburgh! The ambiance is classy but fun, the food is unique and extremely good and thoughtful and the prohibition style ",cocktails," are to die for! Did I mention the cocktails? They really know what they are doing here! Ask lots of questions, the bar tenders ar",XMNdO9lFw3lSPO4gCH_qvQ
"fi, waiters forget about you, but the backroom at Tender is just fine with nice lounge style seats. So no reason to complain.  The ",cocktails," were all tasty, some very good. And we sampled 6-7 this evening. They also have some punch - beware headaches next morning.   The",XMNdO9lFw3lSPO4gCH_qvQ
"next morning.   The main room is beautiful, and the bar gorgeous. The service was ok, but not fantastic.   It's not cheap, but the ",cocktails, are worth it.,XMNdO9lFw3lSPO4gCH_qvQ
ice was very friendly and prompt.  I would definitely go back anytime when I'm in town!  Good to see Pittsburgh getting some great ,cocktail, places!  I would love to try the food too...,XMNdO9lFw3lSPO4gCH_qvQ
from 4:30 to 6:30 all draft beer is half off!!! Yatzee!  Other drink options include an extensive list of margaritas and some nice ,cocktails, as well.  Wine list is limited but acceptable.  Big Azz margaritas (22 oz) are seven bucks from 10 till midnight every night.  Th,XNWXyFgCGaAwvg9QML2Ypw
"I love Mad Mex more than any other eating and drinking establishment in Pittsburgh.  Great food, amazing beer selection, delicious ",cocktails, and a cool and funky atmosphere.  Service is always on-point.  This place gets busy so you may have to wait for a table during pr,XNWXyFgCGaAwvg9QML2Ypw
y Pittsburgh restaurant - so when I found out they started a prix fixe brunch I had to try it! Only $12 for a meal and a breakfast ,cocktail, (or even a margarita!)   I ordered the carnitas Sunday Street tacos with a Mad Maria. Amazing flavor with the cilantro and loved ,XNWXyFgCGaAwvg9QML2Ypw
 ingredients. The dining room and bar area are comfortable and inviting. Service was attentive without being annoying. Interesting ,cocktail, selections with premium spirits and fresh squeezed juices and house made syrups. I loved the seasonal sangria.,XUDOc980cjB0PZvVS-T6Eg
 boat of probably about 100 or so people.  the first thing to recognize is the revenue potential 100 people = $XX.XX food + $XX.XX ,cocktails, + tips $XX.XX x 100 people.   conservatively speaking $40 (food and drink for 2 hours) per person would total $4000 in revenue fo,xwqsbc0rvThKGVEMjPFmVw
 water to cool you.  Speaking of the outside the deck is great.  It is quite a selling point to come here just to enjoy that and a ,cocktail.,"  So as prior mentioned I have been here a few times, but have only eaten here for lunch.  Let me start by saying that they have a",xwqsbc0rvThKGVEMjPFmVw
"kground. The decor is trippy. The crowd was more my scene. I like it.   The beer selection was solid, but I wouldn't come here for ",cocktail, or anything. Beer and shots only. Come through for an odd time.,X_XFv1Ct6cznxQy9u8Yzxw
"apps, triple sec, grenadine, pineapple, orange juice, and cream.  For my second, I ordered the Mr. Freeze, another fruity-tropical ",cocktail," consisting of gin, Maui blue, blue cucacao, simple syrup, lemonade, and Sprite.  Both of these drinks were totally refreshing but",X_XFv1Ct6cznxQy9u8Yzxw
 off sliders.    For my first drink I went with the Pinheads Punch. I cannot remember exactly what's in it- can't seem to find the ,cocktail," menu online. For my meal, I ordered the sweet bbq sliders which is a burger, bacon, bbq sauce , grilled onion & cheddar. The slid",X_XFv1Ct6cznxQy9u8Yzxw
"s included in the decor and the drink menu.  At their bar, they have 20 draft beer selections (and about 4 IPAs on tap). For their ",cocktails,", their menu has several names based on the movies. We recommend the Phantasm, an invention of the bar's ownership, named after an",X_XFv1Ct6cznxQy9u8Yzxw
"ts number.  Kay and I saved the best three for last. The filet mignon was dunked into the garlic butter, the shrimp into the fiery ",cocktail," sauce, and our Omega, the lobster tail, also baptized in garlic butter. Pure seafood euphoria captured in four chunks, our lobste",yAWSOUNFcfobOT_FRg_7Gg
"e, but they will take your name and text you when the table is ready. If the bar here is full, there are a several places to get a ",cocktail, within a few blocks.,YBddInm3xP6k9iOowm1EHw
